"","GEO.NAME","ALT.GEO.CODE","NOC","TOT","digital","high.tech","pct"
"117","Halifax","12205","Broadcast technicians",35,1,0,0.265553869499241
"118","Halifax","12205","Metallurgical and materials
engineers",40,0,1,0.303490136570561
"119","Halifax","12205","Mining engineers",45,0,1,0.341426403641882
"120","Halifax","12205","Industrial designers",45,0,1,0.341426403641882
"121","Halifax","12205","Aerospace engineers",60,0,1,0.455235204855842
"122","Halifax","12205","Petroleum engineers",70,0,1,0.531107738998483
"123","Halifax","12205","Chemical engineers",80,0,1,0.606980273141123
"124","Halifax","12205","Audio and video recording
technicians",140,0,1,1.06221547799697
"125","Halifax","12205","Information systems testing
technicians",150,1,0,1.13808801213961
"126","Halifax","12205","Telecommunications line and cable
workers",155,1,0,1.17602427921093
"127","Halifax","12205","Technical occupations in geomatics
and meteorology",165,0,1,1.25189681335357
"128","Halifax","12205","Telecommunication carriers managers",175,1,0,1.32776934749621
"129","Halifax","12205","Mathematicians, statisticians and
actuaries",175,1,0,1.32776934749621
"130","Halifax","12205","Other professional engineers,
n.e.c.",280,0,1,2.12443095599393
"131","Halifax","12205","Telecommunications installation and
repair workers",280,1,0,2.12443095599393
"132","Halifax","12205","Database analysts and data
administrators",285,1,0,2.16236722306525
"133","Halifax","12205","Computer engineers (except software
engineers and designers)",305,1,0,2.31411229135053
"134","Halifax","12205","Engineering managers",335,0,1,2.54172989377845
"135","Halifax","12205","Web designers and developers",365,1,0,2.76934749620637
"136","Halifax","12205","Electrical and electronics
engineers",550,1,0,4.17298937784522
"137","Halifax","12205","User support technicians",575,1,0,4.36267071320182
"138","Halifax","12205","Mechanical engineers",580,0,1,4.40060698027314
"139","Halifax","12205","Software engineers and designers",720,1,0,5.46282245827011
"140","Halifax","12205","Computer and information systems
managers",750,1,0,5.69044006069803
"141","Halifax","12205","Civil engineers",850,0,1,6.44916540212443
"142","Halifax","12205","Electrical and electronics
engineering technologists and
technicians",965,0,1,7.32169954476479
"143","Halifax","12205","Computer network technicians",1015,1,0,7.701062215478
"144","Halifax","12205","Computer programmers and
interactive media developers",1420,1,0,10.7738998482549
"145","Halifax","12205","Information systems analysts and
consultants",2505,1,0,19.0060698027314
"146","Kentville","12210","Telecommunication carriers managers",10,1,0,2.56410256410256
"147","Kentville","12210","Civil engineers",10,0,1,2.56410256410256
"148","Kentville","12210","Mechanical engineers",10,0,1,2.56410256410256
"149","Kentville","12210","Chemical engineers",10,0,1,2.56410256410256
"150","Kentville","12210","Aerospace engineers",10,0,1,2.56410256410256
"151","Kentville","12210","Computer engineers (except software
engineers and designers)",10,1,0,2.56410256410256
"152","Kentville","12210","Other professional engineers,
n.e.c.",10,0,1,2.56410256410256
"153","Kentville","12210","Telecommunications line and cable
workers",10,1,0,2.56410256410256
"154","Kentville","12210","Cable television service and
maintenance technicians",10,0,1,2.56410256410256
"155","Kentville","12210","Electrical and electronics
engineers",15,1,0,3.84615384615385
"156","Kentville","12210","Computer and information systems
managers",20,1,0,5.12820512820513
"157","Kentville","12210","Electrical and electronics
engineering technologists and
technicians",20,0,1,5.12820512820513
"158","Kentville","12210","Web designers and developers",25,1,0,6.41025641025641
"159","Kentville","12210","Telecommunications installation and
repair workers",35,1,0,8.97435897435897
"160","Kentville","12210","User support technicians",40,1,0,10.2564102564103
"161","Kentville","12210","Information systems analysts and
consultants",45,1,0,11.5384615384615
"162","Kentville","12210","Computer programmers and
interactive media developers",45,1,0,11.5384615384615
"163","Kentville","12210","Computer network technicians",55,1,0,14.1025641025641
"164","Truro","12215","Computer and information systems
managers",10,1,0,2.1505376344086
"165","Truro","12215","Other professional engineers,
n.e.c.",10,0,1,2.1505376344086
"166","Truro","12215","Database analysts and data
administrators",10,1,0,2.1505376344086
"167","Truro","12215","Technical occupations in geomatics
and meteorology",10,0,1,2.1505376344086
"168","Truro","12215","Broadcast technicians",10,1,0,2.1505376344086
"169","Truro","12215","Telecommunication carriers managers",15,1,0,3.2258064516129
"170","Truro","12215","Computer engineers (except software
engineers and designers)",15,1,0,3.2258064516129
"171","Truro","12215","Software engineers and designers",15,1,0,3.2258064516129
"172","Truro","12215","Electrical and electronics
engineers",20,1,0,4.3010752688172
"173","Truro","12215","Web designers and developers",20,1,0,4.3010752688172
"174","Truro","12215","Telecommunications line and cable
workers",20,1,0,4.3010752688172
"175","Truro","12215","Telecommunications installation and
repair workers",20,1,0,4.3010752688172
"176","Truro","12215","Mechanical engineers",25,0,1,5.37634408602151
"177","Truro","12215","Computer programmers and
interactive media developers",35,1,0,7.52688172043011
"178","Truro","12215","Electrical and electronics
engineering technologists and
technicians",35,0,1,7.52688172043011
"179","Truro","12215","User support technicians",40,1,0,8.60215053763441
"180","Truro","12215","Civil engineers",50,0,1,10.752688172043
"181","Truro","12215","Information systems analysts and
consultants",50,1,0,10.752688172043
"182","Truro","12215","Computer network technicians",55,1,0,11.8279569892473
"183","New Glasgow","12220","Electrical and electronics
engineers",10,1,0,2.77777777777778
"184","New Glasgow","12220","Chemical engineers",10,0,1,2.77777777777778
"185","New Glasgow","12220","Other professional engineers,
n.e.c.",10,0,1,2.77777777777778
"186","New Glasgow","12220","Software engineers and designers",10,1,0,2.77777777777778
"187","New Glasgow","12220","Web designers and developers",10,1,0,2.77777777777778
"188","New Glasgow","12220","Industrial designers",10,0,1,2.77777777777778
"189","New Glasgow","12220","User support technicians",10,1,0,2.77777777777778
"190","New Glasgow","12220","Telecommunications line and cable
workers",10,1,0,2.77777777777778
"191","New Glasgow","12220","Telecommunications installation and
repair workers",15,1,0,4.16666666666667
"192","New Glasgow","12220","Database analysts and data
administrators",20,1,0,5.55555555555556
"193","New Glasgow","12220","Computer programmers and
interactive media developers",20,1,0,5.55555555555556
"194","New Glasgow","12220","Mechanical engineers",25,0,1,6.94444444444444
"195","New Glasgow","12220","Electrical and electronics
engineering technologists and
technicians",35,0,1,9.72222222222222
"196","New Glasgow","12220","Computer network technicians",35,1,0,9.72222222222222
"197","New Glasgow","12220","Computer and information systems
managers",55,1,0,15.2777777777778
"198","New Glasgow","12220","Information systems analysts and
consultants",75,1,0,20.8333333333333
"199","Cape Breton","12225","Physicists and astronomers",10,0,1,1.19047619047619
"200","Cape Breton","12225","Mining engineers",10,0,1,1.19047619047619
"201","Cape Breton","12225","Computer engineers (except software
engineers and designers)",10,1,0,1.19047619047619
"202","Cape Breton","12225","Other professional engineers,
n.e.c.",10,0,1,1.19047619047619
"203","Cape Breton","12225","Software engineers and designers",10,1,0,1.19047619047619
"204","Cape Breton","12225","Industrial designers",10,0,1,1.19047619047619
"205","Cape Breton","12225","Technical occupations in geomatics
and meteorology",10,0,1,1.19047619047619
"206","Cape Breton","12225","Information systems testing
technicians",10,1,0,1.19047619047619
"207","Cape Breton","12225","Telecommunication carriers managers",20,1,0,2.38095238095238
"208","Cape Breton","12225","Database analysts and data
administrators",20,1,0,2.38095238095238
"209","Cape Breton","12225","Web designers and developers",20,1,0,2.38095238095238
"210","Cape Breton","12225","Audio and video recording
technicians",20,0,1,2.38095238095238
"211","Cape Breton","12225","Engineering managers",25,0,1,2.97619047619048
"212","Cape Breton","12225","Telecommunications line and cable
workers",30,1,0,3.57142857142857
"213","Cape Breton","12225","Computer and information systems
managers",35,1,0,4.16666666666667
"214","Cape Breton","12225","Mechanical engineers",35,0,1,4.16666666666667
"215","Cape Breton","12225","Telecommunications installation and
repair workers",40,1,0,4.76190476190476
"216","Cape Breton","12225","Computer programmers and
interactive media developers",55,1,0,6.54761904761905
"217","Cape Breton","12225","Civil engineers",65,0,1,7.73809523809524
"218","Cape Breton","12225","Information systems analysts and
consultants",70,1,0,8.33333333333333
"219","Cape Breton","12225","Electrical and electronics
engineering technologists and
technicians",95,0,1,11.3095238095238
"220","Cape Breton","12225","Computer network technicians",105,1,0,12.5
"221","Cape Breton","12225","User support technicians",125,1,0,14.8809523809524
"222","Moncton","13305","Mining engineers",10,0,1,0.289855072463768
"223","Moncton","13305","Geological engineers",10,0,1,0.289855072463768
"224","Moncton","13305","Broadcast technicians",10,1,0,0.289855072463768
"225","Moncton","13305","Cable television service and
maintenance technicians",10,0,1,0.289855072463768
"226","Moncton","13305","Industrial designers",15,0,1,0.434782608695652
"227","Moncton","13305","Other professional engineers,
n.e.c.",20,0,1,0.579710144927536
"228","Moncton","13305","Chemical engineers",25,0,1,0.72463768115942
"229","Moncton","13305","Audio and video recording
technicians",30,0,1,0.869565217391304
"230","Moncton","13305","Computer engineers (except software
engineers and designers)",35,1,0,1.01449275362319
"231","Moncton","13305","Technical occupations in geomatics
and meteorology",40,0,1,1.15942028985507
"232","Moncton","13305","Engineering managers",50,0,1,1.44927536231884
"233","Moncton","13305","Electrical and electronics
engineers",50,1,0,1.44927536231884
"234","Moncton","13305","Telecommunication carriers managers",60,1,0,1.73913043478261
"235","Moncton","13305","Web designers and developers",65,1,0,1.88405797101449
"236","Moncton","13305","Database analysts and data
administrators",70,1,0,2.02898550724638
"237","Moncton","13305","Mathematicians, statisticians and
actuaries",80,1,0,2.31884057971015
"238","Moncton","13305","Telecommunications line and cable
workers",90,1,0,2.60869565217391
"239","Moncton","13305","Electrical and electronics
engineering technologists and
technicians",110,0,1,3.18840579710145
"240","Moncton","13305","Information systems testing
technicians",120,1,0,3.47826086956522
"241","Moncton","13305","Telecommunications installation and
repair workers",120,1,0,3.47826086956522
"242","Moncton","13305","Mechanical engineers",135,0,1,3.91304347826087
"243","Moncton","13305","Software engineers and designers",135,1,0,3.91304347826087
"244","Moncton","13305","Civil engineers",215,0,1,6.23188405797101
"245","Moncton","13305","Computer and information systems
managers",240,1,0,6.95652173913043
"246","Moncton","13305","Computer network technicians",275,1,0,7.97101449275362
"247","Moncton","13305","User support technicians",310,1,0,8.98550724637681
"248","Moncton","13305","Computer programmers and
interactive media developers",420,1,0,12.1739130434783
"249","Moncton","13305","Information systems analysts and
consultants",700,1,0,20.2898550724638
"250","Saint John","13310","Metallurgical and materials
engineers",10,0,1,0.298507462686567
"251","Saint John","13310","Geological engineers",10,0,1,0.298507462686567
"252","Saint John","13310","Other professional engineers,
n.e.c.",10,0,1,0.298507462686567
"253","Saint John","13310","Industrial designers",10,0,1,0.298507462686567
"254","Saint John","13310","Physicists and astronomers",15,0,1,0.447761194029851
"255","Saint John","13310","Audio and video recording
technicians",15,0,1,0.447761194029851
"256","Saint John","13310","Cable television service and
maintenance technicians",15,0,1,0.447761194029851
"257","Saint John","13310","Mathematicians, statisticians and
actuaries",20,1,0,0.597014925373134
"258","Saint John","13310","Technical occupations in geomatics
and meteorology",25,0,1,0.746268656716418
"259","Saint John","13310","Information systems testing
technicians",25,1,0,0.746268656716418
"260","Saint John","13310","Petroleum engineers",30,0,1,0.895522388059702
"261","Saint John","13310","Web designers and developers",40,1,0,1.19402985074627
"262","Saint John","13310","Telecommunication carriers managers",45,1,0,1.34328358208955
"263","Saint John","13310","Telecommunications line and cable
workers",45,1,0,1.34328358208955
"264","Saint John","13310","Database analysts and data
administrators",80,1,0,2.38805970149254
"265","Saint John","13310","Computer engineers (except software
engineers and designers)",95,1,0,2.83582089552239
"266","Saint John","13310","Telecommunications installation and
repair workers",100,1,0,2.98507462686567
"267","Saint John","13310","Engineering managers",105,0,1,3.13432835820896
"268","Saint John","13310","Chemical engineers",110,0,1,3.28358208955224
"269","Saint John","13310","Software engineers and designers",110,1,0,3.28358208955224
"270","Saint John","13310","Electrical and electronics
engineers",145,1,0,4.32835820895522
"271","Saint John","13310","Civil engineers",155,0,1,4.62686567164179
"272","Saint John","13310","Electrical and electronics
engineering technologists and
technicians",155,0,1,4.62686567164179
"273","Saint John","13310","Mechanical engineers",190,0,1,5.67164179104478
"274","Saint John","13310","Computer programmers and
interactive media developers",215,1,0,6.41791044776119
"275","Saint John","13310","Computer and information systems
managers",245,1,0,7.3134328358209
"276","Saint John","13310","User support technicians",390,1,0,11.6417910447761
"277","Saint John","13310","Computer network technicians",410,1,0,12.2388059701493
"278","Saint John","13310","Information systems analysts and
consultants",530,1,0,15.8208955223881
"279","Fredericton","13320","Aerospace engineers",10,0,1,0.256739409499358
"280","Fredericton","13320","Industrial designers",10,0,1,0.256739409499358
"281","Fredericton","13320","Cable television service and
maintenance technicians",10,0,1,0.256739409499358
"282","Fredericton","13320","Audio and video recording
technicians",20,0,1,0.513478818998716
"283","Fredericton","13320","Geological engineers",25,0,1,0.641848523748395
"284","Fredericton","13320","Engineering managers",30,0,1,0.770218228498074
"285","Fredericton","13320","Telecommunication carriers managers",35,1,0,0.898587933247754
"286","Fredericton","13320","Mathematicians, statisticians and
actuaries",40,1,0,1.02695763799743
"287","Fredericton","13320","Telecommunications line and cable
workers",40,1,0,1.02695763799743
"288","Fredericton","13320","Information systems testing
technicians",50,1,0,1.28369704749679
"289","Fredericton","13320","Computer engineers (except software
engineers and designers)",60,1,0,1.54043645699615
"290","Fredericton","13320","Technical occupations in geomatics
and meteorology",60,0,1,1.54043645699615
"291","Fredericton","13320","Chemical engineers",65,0,1,1.66880616174583
"292","Fredericton","13320","Web designers and developers",80,1,0,2.05391527599487
"293","Fredericton","13320","Database analysts and data
administrators",85,1,0,2.18228498074454
"294","Fredericton","13320","Telecommunications installation and
repair workers",85,1,0,2.18228498074454
"295","Fredericton","13320","Electrical and electronics
engineering technologists and
technicians",115,0,1,2.95250320924262
"296","Fredericton","13320","Mechanical engineers",145,0,1,3.72272143774069
"297","Fredericton","13320","Computer and information systems
managers",180,1,0,4.62130937098845
"298","Fredericton","13320","Software engineers and designers",185,1,0,4.74967907573813
"299","Fredericton","13320","Electrical and electronics
engineers",240,1,0,6.1617458279846
"300","Fredericton","13320","User support technicians",285,1,0,7.31707317073171
"301","Fredericton","13320","Computer network technicians",310,1,0,7.9589216944801
"302","Fredericton","13320","Civil engineers",535,0,1,13.7355584082157
"303","Fredericton","13320","Computer programmers and
interactive media developers",555,1,0,14.2490372272144
"304","Fredericton","13320","Information systems analysts and
consultants",640,1,0,16.4313222079589
"305","Bathurst","13328","Civil engineers",10,0,1,2.77777777777778
"306","Bathurst","13328","Mining engineers",10,0,1,2.77777777777778
"307","Bathurst","13328","Aerospace engineers",10,0,1,2.77777777777778
"308","Bathurst","13328","Mathematicians, statisticians and
actuaries",10,1,0,2.77777777777778
"309","Bathurst","13328","Database analysts and data
administrators",10,1,0,2.77777777777778
"310","Bathurst","13328","Audio and video recording
technicians",10,0,1,2.77777777777778
"311","Bathurst","13328","Telecommunications line and cable
workers",10,1,0,2.77777777777778
"312","Bathurst","13328","Telecommunications installation and
repair workers",10,1,0,2.77777777777778
"313","Bathurst","13328","Engineering managers",15,0,1,4.16666666666667
"314","Bathurst","13328","Metallurgical and materials
engineers",15,0,1,4.16666666666667
"315","Bathurst","13328","Technical occupations in geomatics
and meteorology",15,0,1,4.16666666666667
"316","Bathurst","13328","Mechanical engineers",20,0,1,5.55555555555556
"317","Bathurst","13328","Electrical and electronics
engineers",20,1,0,5.55555555555556
"318","Bathurst","13328","Computer network technicians",20,1,0,5.55555555555556
"319","Bathurst","13328","Computer programmers and
interactive media developers",30,1,0,8.33333333333333
"320","Bathurst","13328","Electrical and electronics
engineering technologists and
technicians",40,0,1,11.1111111111111
"321","Bathurst","13328","User support technicians",40,1,0,11.1111111111111
"322","Bathurst","13328","Information systems analysts and
consultants",65,1,0,18.0555555555556
"323","Miramichi","13329","Telecommunication carriers managers",10,1,0,3.84615384615385
"324","Miramichi","13329","Engineering managers",10,0,1,3.84615384615385
"325","Miramichi","13329","Electrical and electronics
engineers",10,1,0,3.84615384615385
"326","Miramichi","13329","Petroleum engineers",10,0,1,3.84615384615385
"327","Miramichi","13329","Information systems testing
technicians",10,1,0,3.84615384615385
"328","Miramichi","13329","Telecommunications line and cable
workers",10,1,0,3.84615384615385
"329","Miramichi","13329","Computer and information systems
managers",15,1,0,5.76923076923077
"330","Miramichi","13329","Civil engineers",15,0,1,5.76923076923077
"331","Miramichi","13329","Web designers and developers",15,1,0,5.76923076923077
"332","Miramichi","13329","Computer programmers and
interactive media developers",20,1,0,7.69230769230769
"333","Miramichi","13329","Information systems analysts and
consultants",25,1,0,9.61538461538461
"334","Miramichi","13329","Electrical and electronics
engineering technologists and
technicians",25,0,1,9.61538461538461
"335","Miramichi","13329","Computer network technicians",40,1,0,15.3846153846154
"336","Miramichi","13329","User support technicians",45,1,0,17.3076923076923
"337","Campbellton","13330","Computer and information systems
managers",10,1,0,11.7647058823529
"338","Campbellton","13330","Information systems analysts and
consultants",10,1,0,11.7647058823529
"339","Campbellton","13330","Electrical and electronics
engineering technologists and
technicians",10,0,1,11.7647058823529
"340","Campbellton","13330","User support technicians",10,1,0,11.7647058823529
"341","Campbellton","13330","Audio and video recording
technicians",10,0,1,11.7647058823529
"342","Campbellton","13330","Telecommunications line and cable
workers",10,1,0,11.7647058823529
"343","Campbellton","13330","Telecommunications installation and
repair workers",10,1,0,11.7647058823529
"344","Campbellton","13330","Computer network technicians",15,1,0,17.6470588235294
"345","Edmundston","13335","Computer and information systems
managers",10,1,0,4.54545454545455
"346","Edmundston","13335","Computer engineers (except software
engineers and designers)",10,1,0,4.54545454545455
"347","Edmundston","13335","Software engineers and designers",10,1,0,4.54545454545455
"348","Edmundston","13335","Telecommunications installation and
repair workers",10,1,0,4.54545454545455
"349","Edmundston","13335","Cable television service and
maintenance technicians",10,0,1,4.54545454545455
"350","Edmundston","13335","Civil engineers",20,0,1,9.09090909090909
"351","Edmundston","13335","Information systems analysts and
consultants",20,1,0,9.09090909090909
"352","Edmundston","13335","Computer programmers and
interactive media developers",20,1,0,9.09090909090909
"353","Edmundston","13335","Electrical and electronics
engineering technologists and
technicians",20,0,1,9.09090909090909
"354","Edmundston","13335","User support technicians",25,1,0,11.3636363636364
"355","Edmundston","13335","Mechanical engineers",30,0,1,13.6363636363636
"356","Edmundston","13335","Computer network technicians",35,1,0,15.9090909090909
"357","Matane","24403","Telecommunication carriers managers",10,1,0,5.12820512820513
"358","Matane","24403","Mechanical engineers",10,0,1,5.12820512820513
"359","Matane","24403","Electrical and electronics
engineers",10,1,0,5.12820512820513
"360","Matane","24403","Computer engineers (except software
engineers and designers)",10,1,0,5.12820512820513
"361","Matane","24403","Information systems analysts and
consultants",10,1,0,5.12820512820513
"362","Matane","24403","Database analysts and data
administrators",10,1,0,5.12820512820513
"363","Matane","24403","Software engineers and designers",10,1,0,5.12820512820513
"364","Matane","24403","Web designers and developers",10,1,0,5.12820512820513
"365","Matane","24403","Industrial designers",10,0,1,5.12820512820513
"366","Matane","24403","User support technicians",10,1,0,5.12820512820513
"367","Matane","24403","Audio and video recording
technicians",10,0,1,5.12820512820513
"368","Matane","24403","Civil engineers",15,0,1,7.69230769230769
"369","Matane","24403","Computer network technicians",15,1,0,7.69230769230769
"370","Matane","24403","Computer programmers and
interactive media developers",25,1,0,12.8205128205128
"371","Matane","24403","Electrical and electronics
engineering technologists and
technicians",30,0,1,15.3846153846154
"372","Rimouski","24404","Geological engineers",10,0,1,0.847457627118644
"373","Rimouski","24404","Industrial designers",10,0,1,0.847457627118644
